"Envio","EstadoBR","Capital","Favela","Bairro","FaixaEtária","Raça","Gênero","Trans","Escolaridade","Abordado","Quantidade","Qtd_+10","Última","Ocorridos","PolicialMesmoGênero","Revistas","Tratamento","Ocorridos2","Sentimentos","Transporte","Racismo","Armas","Motivo","Identificação","Tempo","Tipos","Local","Imagem","Menor18","Casa","Delegacia","NaDelegacia","Conhecidos","Conte"
"2021-06-05 08:18:13","Rio de Janeiro","Capital","Não","Bairro Renda Alta","35 ou mais","Preta","Masculino","Não","Superior completo","Sim","acima de 10","15","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Houve violência psicológica Houve assédio moral","Frustrado ou impotente Inseguro Com medo Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Algumas vezes","Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Algumas vezes","De 5 a 15 minutos","Policia Militar Policia Civil Policia Rodoviário Federal Guarda Civil Metropolitana/Guarda Municipal","Diversos","Nunca","Sim","Sim","Não","","",""
"2021-06-05 07:58:13","Distrito Federal","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Feminino","Não","Superior incompleto","Sim","2 - 4","","> 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Nenhuma das alternativas anteriores","Nem bom nem ruim","Nenhuma das opções anteriores","Frustrado ou impotente Revoltado Tendo minha privacidade invadida Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Nunca","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que tinham recebido uma denúncia e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho","Uma vez","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Sim","Não","Não","","",""
"2021-06-05 07:52:28","São Paulo","Interior ñ Rural","Não","","35 ou mais","Preta","Feminino","Não","Superior incompleto","Sim","2 - 4","","> 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Disseram que um dos meus pertences era roubado e não meu","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Nem bom nem ruim","Nenhuma das opções anteriores","","de carro","Às vezes mencionaram, às vezes não","Não estavam armados","Não me informaram o motivo","Sempre","De 15 a 30 minutos","Policia Militar","","Nunca","Não","Não","Não","","",""
"2021-06-05 07:13:18","Bahia","Capital","Sim","","35 ou mais","Preta","Masculino","Não","Médio completo","Sim","7 - 9","","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Nem bom nem ruim","Houve violência psicológica Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Desrespeitado","moto","Nunca mencionaram sua raça ou cor","Algumas vezes","Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Algumas vezes","Até 5 minutos","Policia Militar","Diversos","Nunca","Sim","Não","Não","","",""
"2021-06-04 23:48:29","Minas Gerais","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Houve violência física Houve agressão verbal, xingamentos","Humilhado Com raiva ou ódio Exposto Inseguro Tendo minha privacidade invadida Desrespeitado","a pé","Nunca mencionaram sua raça ou cor","Nunca","Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Sim","Não","Não","","",""
"2021-06-04 21:37:54","São Paulo","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Feminino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","Um colega já teve a bicicleta apreendida porque não estava com a nota fiscal da compra da bike. "
"2021-06-04 20:06:02","Rio de Janeiro","Reg.Metropolitana","Sim","","30 - 34 anos","Preta","Feminino","Não","Superior completo","Sim","2 - 4","","> 5 anos","Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","","","Ruim","Houve assédio moral","Humilhado Exposto Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","Transporte público","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-06-04 18:08:22","Bahia","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Masculino","Não","Médio incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","O namorado da minha amiga, que mora em Recife-PE, sofreu insultos raciais de um policial militar por estar usando dreads no cabelo."
"2021-06-04 17:58:02","São Paulo","Reg.Metropolitana","Não","Bairro Renda Baixa","35 ou mais","Preta","Masculino","Não","Médio completo","Sim","acima de 10","18","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Houve violência psicológica Houve ameaças contra mim Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Desrespeitado","a pé","Sempre mencionaram sua raça ou cor","Sempre","Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 5 a 15 minutos","Policia Militar Policia Civil","Diversos","Eu já fui levado para delegacia e tiraram minha foto","Sim","Não","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-06-04 17:55:48","Bahia","Capital","Não","Bairro Renda Média","35 ou mais","Branca","Feminino","Não","Pós-graduação","Sim","2 - 4","","> 5 anos","Houve consulta aos meus documentos","","","Bom","Nenhuma das opções anteriores","Com medo","de carro","Nunca mencionaram sua raça ou cor","Não me lembro","Não me informaram o motivo","Nunca","De 5 a 15 minutos","Policia Militar","Sem padrão","Nunca","Não","Não","Não","","",""
"2021-06-04 15:55:37","Rio de Janeiro","Capital","Não","Bairro Renda Média","25 - 29 anos","Parda","Masculino","Não","Pós-graduação","Sim","4 - 6","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Disseram que um dos meus pertences era roubado e não meu","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Houve agressão verbal, xingamentos","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Desrespeitado","de carro","Sempre mencionaram sua raça ou cor","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Nunca","De 5 a 15 minutos","Policia Militar Muito variado, prefiro não escolher (não lembro)","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-06-04 15:39:20","São Paulo","Reg.Metropolitana","Sim","","25 - 29 anos","Preta","Masculino","Não","Superior incompleto","Sim","7 - 9","","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve assédio sexual Houve assédio moral","Humilhado Com raiva ou ódio Frustrado ou impotente Revoltado Inseguro Com medo Desrespeitado","de carro","Mencionaram na maioria das vezes, mas não sempre","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Não me informaram o motivo","Algumas vezes","De 5 a 15 minutos","Policia Militar Policia Civil Guarda Civil Metropolitana/Guarda Municipal Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Sem padrão","Apenas docs","Sim","Não","Não","","",""
"2021-06-04 15:37:39","Bahia","Capital","Não","Bairro Renda Baixa","35 ou mais","Parda","Feminino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos","","","Nem bom nem ruim","Cercaram meu carro, todos armados. Foi intimidador. ","Exposto Inseguro Com medo","de carro","Nunca mencionaram sua raça ou cor","Algumas vezes","Estavam abordando várias pessoas no local (ex: blitz)","Algumas vezes","Até 5 minutos","Policia Militar","Sem padrão","Nunca","Não","Não","Não","","",""
"2021-06-04 15:26:47","Bahia","Capital","Sim","","35 ou mais","Preta","Masculino","Não","Superior completo","Sim","2 - 4","","Não lembra","Houve consulta aos meus documentos","","","Péssimo","Houve violência física","Frustrado ou impotente","a pé","Nunca mencionaram sua raça ou cor","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando","Sempre","De 5 a 15 minutos","Policia Militar Policia Civil","Mesmos lugares","Nunca","Não","Não","Sim","Fui levado, passei por reconhecimento e liberado em seguida","",""
"2021-06-04 15:01:36","Bahia","Interior ñ Rural","Não","Bairro Renda Precária","18 - 24 anos","Preta","Masculino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-06-04 14:44:49","Bahia","Interior ñ Rural","Não","Bairro Renda Média","18 - 24 anos","Preta","Feminino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","uma vez meu pai estava na moto com meu tio e eles foram parados sem motivo algum, ambos são negro. os policiais os viram e pediram para eles pararem, eles apararem, os policiais revisaram se eles não tinha nada e liberaram... "
"2021-06-04 14:43:04","Bahia","Capital","Sim","","30 - 34 anos","Preta","Feminino","Não","Pós-graduação","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-06-04 14:27:42","Rio de Janeiro","Capital","Não","Bairro Renda Média","25 - 29 anos","Preta","Feminino","Não","Pós-graduação","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve agressão verbal, xingamentos","Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","Transporte público","Sempre mencionaram sua raça ou cor","Algumas vezes","Me disseram que minha ATITUDE era suspeita Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Sempre","De 15 a 30 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-06-04 14:19:42","Rio Grande do Sul","Reg.Metropolitana","Não","","18 - 24 anos","Preta","Masculino","Não","Médio completo","Sim","Uma vez","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Bom","Nenhuma das opções anteriores","Desrespeitado","a pé","Nunca mencionaram sua raça ou cor","Nunca","Não me informaram o motivo","Nunca","Até 5 minutos","Muito variado, prefiro não escolher (não lembro)","","Nunca","Não","Não","Não","","",""
"2021-06-04 14:17:22","Bahia","Capital","Sim","","35 ou mais","Preta","Masculino","Não","Médio completo","Sim","acima de 10","16","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Nem bom nem ruim","Houve violência psicológica Houve agressão verbal, xingamentos","Humilhado Frustrado ou impotente Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Sempre","Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Sempre","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Nunca","Sim","Não","Não","","",""
"2021-06-04 14:12:30","Rio Grande do Sul","Reg.Metropolitana","Não","Bairro Renda Média","18 - 24 anos","Preta","Masculino","Não","Superior completo","Sim","acima de 10","15","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Nem bom nem ruim","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Inseguro Tendo minha privacidade invadida Com medo Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Algumas vezes","Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz)","Nunca","De 5 a 15 minutos","Policia Militar Policia Civil Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM) Força Nacional","Diversos","Nunca","Sim","Não","Não","","",""
